"id","provinsi","kabupaten","kecamatan","id_kabupaten"
"444",SULAWESI SELATAN,MAROS,LAU,"112"
"454",BENGKULU,BENGKULU UTARA,GIRI MULYA,"225"
"445",NUSA TENGGARA TIMUR,SUMBA TENGAH,UMBU RATU NGGAY,"251"
"446",SUMATERA UTARA,SAMOSIR,HARIAN,"147"
"447",SUMATERA UTARA,TAPANULI TENGAH,TAPIAN NAULI,"84"
"448",JAWA BARAT,GARUT,CIGEDUG,"175"
"449",SUMATERA BARAT,PASAMAN BARAT,TALAMAU,"362"
"450",SUMATERA UTARA,MANDAILING NATAL,PAKANTAN,"210"
"451",SUMATERA SELATAN,BANYU ASIN,SUMBER MARGA TELANG,"461"
"452",NUSA TENGGARA TIMUR,BELU,LAMAKNEN SELATAN,"207"
"453",SULAWESI TENGAH,MOROWALI UTARA,MAMOSALATO,"364"
"455",KALIMANTAN TIMUR,KUTAI BARAT,MUARA PAHU,"285"
"456",SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TENGGARA,"30"
"457",JAWA TENGAH,BANJARNEGARA,PURWANEGARA,"380"
"458",JAWA BARAT,BANDUNG BARAT,LEMBANG,"187"
"459",PAPUA,JAYAPURA,DEPAPRE,"115"
"460",JAWA TENGAH,WONOSOBO,WADASLINTANG,"415"
"461",JAWA TENGAH,WONOSOBO,LEKSONO,"415"
"462",JAWA BARAT,MAJALENGKA,TALAGA,"219"
"463",JAWA TENGAH,SRAGEN,GEMOLONG,"62"
"464",SULAWESI SELATAN,BULUKUMBA,KINDANG,"250"
"465",PAPUA BARAT,FAKFAK,KRAMONGMONGGA,"2"
"466",SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,"385"
"467",SUMATERA BARAT,PAYAKUMBUH,LAMPOSI TIGO NAGORI,"491"
"468",BENGKULU,BENGKULU UTARA,HUTAN,"225"
"469",PAPUA,BIAK NUMFOR,BIAK BARAT,"229"
"470",SULAWESI SELATAN,MAKASSAR,MAKASSAR,"66"
"471",JAWA TIMUR,MALANG,PAGELARAN,"39"
"472",NUSA TENGGARA TIMUR,MALAKA,SASITA MEAN,"35"
"473",JAWA TENGAH,SURAKARTA,BANJARSARI,"133"
"474",JAWA BARAT,BANDUNG,PACET,"224"
"475",JAWA TIMUR,BLITAR,WATES,"234"
"476",PAPUA BARAT,MANOKWARI,MANOKWARI UTARA,"100"
"477",SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,"98"
"478",JAWA BARAT,KARAWANG,KUTAWALUYA,"236"
"479",SULAWESI BARAT,MAMUJU,KALUMPANG,"23"
"480",ACEH,SIMEULUE,TEUPAH SELATAN,"335"
"481",KALIMANTAN SELATAN,BANJAR BARU,BANJAR BARU SELATAN,"9"
"482",JAWA TENGAH,SEMARANG,SUMOWONO,"201"
"483",LAMPUNG,WAY KANAN,WAY TUBA,"64"
"484",NUSA TENGGARA TIMUR,BELU,KAKULUK MESAK,"207"
"485",SUMATERA SELATAN,MUSI RAWAS,BULANG TENGAH SUKU ULU,"6"
"486",PAPUA,TOLIKARA,KEMBU,"141"
"487",SULAWESI UTARA,MINAHASA TENGGARA,TOULUAAN,"460"
"488",SUMATERA SELATAN,MUSI RAWAS UTARA,KARANG DAPO,"254"
"1038",JAWA BARAT,BANDUNG,LENGKONG,"224"
"489",SULAWESI TENGGARA,KONAWE SELATAN,MOWILA,"28"
"490",DKI JAKARTA,JAKARTA BARAT,PALMERAH,"312"
"491",SUMATERA BARAT,TANAH DATAR,LIMA KAUM,"301"
"492",ACEH,PIDIE JAYA,JANGKA BUYA,"158"
"493",PAPUA,YAHUKIMO,BOMELA,"397"
"494",MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,"155"
"495",RIAU,PEKANBARU,LIMAPULUH,"152"
"496",BENGKULU,LEBONG,BINGIN KUNING,"271"
"497",PAPUA,KEEROM,ARSO,"351"
"498",SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,"98"
"499",KALIMANTAN BARAT,LANDAK,MENYUKE,"75"
"500",JAWA TENGAH,WONOGIRI,NGUNTORONADI,"216"
"501",NUSA TENGGARA TIMUR,FLORES TIMUR,ILEBURA,"138"
"502",SUMATERA UTARA,SIMALUNGUN,SILIMAKUTA,"258"
"503",SUMATERA BARAT,SIJUNJUNG,SIJUNJUNG,"161"
"504",SUMATERA UTARA,NIAS SELATAN,ONOHAZUMBA,"77"
"505",SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BUNGA MAYANG,"339"
"506",NUSA TENGGARA TIMUR,FLORES TIMUR,KELUBAGOLIT,"138"
"507",BANTEN,TANGERANG,CIBODAS,"344"
"508",SULAWESI TENGGARA,KONAWE SELATAN,LAEYA,"28"
"509",JAWA BARAT,KUNINGAN,KADUGEDE,"14"
"510",RIAU,BENGKALIS,BATHIN SOLAPAN,"99"
"511",GORONTALO,BOALEMO,DULUPI,"472"
"512",NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,WEWEWA UTARA,"416"
"513",DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,DEPOK,"483"
"514",JAMBI,TEBO,RIMBO BUJANG,"247"
"515",SUMATERA UTARA,TOBA SAMOSIR,SIANTAR NARUMONDA,"497"
"516",RIAU,INDRAGIRI HULU,RENGAT,"5"
"517",KALIMANTAN TENGAH,BARITO UTARA,TEWEH TIMUR,"101"
"518",RIAU,KUANTAN SINGINGI,KUANTAN MUDIK,"93"
"519",PAPUA,KEEROM,WEB,"351"
"520",ACEH,BENER MERIAH,PERMATA,"366"
"521",LAMPUNG,MESUJI,TANJUNG RAYA,"464"
"522",SULAWESI BARAT,MAMUJU,TOMMO,"23"
"523",NUSA TENGGARA TIMUR,MALAKA,MALAKA BARAT,"35"
"524",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,KISAM TINGGI,"470"
"525",JAWA TENGAH,TEMANGGUNG,TRETEP,"398"
"526",PAPUA,TOLIKARA,DUNDU,"141"
"527",JAWA BARAT,GARUT,PAKENJENG,"175"
"528",LAMPUNG,LAMPUNG UTARA,SUNGKAI JAYA,"240"
"529",JAWA TENGAH,SEMARANG,UNGARAN TIMUR,"201"
"530",JAMBI,TEBO,MUARA TABIR,"247"
"531",SULAWESI UTARA,SIAU TAGULANDANG BIARO,TAGULANDANG UTARA,"165"
"532",BENGKULU,BENGKULU UTARA,MARGA SAKTI SEBELAT,"225"
"533",NUSA TENGGARA TIMUR,MANGGARAI BARAT,NDOSO,"430"
"534",JAWA BARAT,PURWAKARTA,CAMPAKA,"60"
"535",BALI,BANGLI,KINTAMANI,"85"
"536",JAWA TIMUR,BANGKALAN,GALIS,"265"
"537",JAWA TIMUR,PASURUAN,SUKOREJO,"183"
"538",SULAWESI UTARA,KEPULAUAN TALAUD,NANUSA,"162"
"539",MALUKU UTARA,PULAU TALIABU,TALIABU BARAT,"68"
"540",PAPUA,DEIYAI,TIGI,"433"
"541",BANTEN,TANGERANG,PANONGAN,"344"
"26",LAMPUNG,PESAWARAN,GEDUNG TATAAN,"278"
"542",ACEH,ACEH BESAR,SEULIMEUM,"310"
"543",KALIMANTAN SELATAN,TANAH BUMBU,KUSAN HILIR,"31"
"544",SUMATERA SELATAN,PAGAR ALAM,DEMPO SELATAN,"131"
"545",JAWA BARAT,CIREBON,KAPETAKAN,"447"
"546",PAPUA,YAHUKIMO,WUSAMA,"397"
"547",MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,"97"
"548",MALUKU,MALUKU TENGAH,SAPARUA,"16"
"549",NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,"96"
"550",KEPULAUAN RIAU,LINGGA,SENAYANG,"377"
"551",MALUKU,MALUKU TENGGARA BARAT,KORMOMOLIN,"155"
"617",BANTEN,LEBAK,MAJA,"338"
"552",KALIMANTAN TIMUR,KUTAI TIMUR,MUARA BENGKAL,"280"
"553",SULAWESI SELATAN,LUWU,LAMASI TIMUR,"292"
"554",SUMATERA UTARA,SIMALUNGUN,RAYA KAHEAN,"258"
"555",JAWA TENGAH,PURBALINGGA,BOJONGSARI,"47"
"556",KALIMANTAN TENGAH,BARITO TIMUR,DUSUN TIMUR,"305"
"557",BANTEN,PANDEGLANG,CIPEUCANG,"154"
"558",JAWA TENGAH,KEBUMEN,ADIMULYO,"264"
"559",SUMATERA SELATAN,MUSI RAWAS,SUKA KARYA,"6"
"560",JAWA BARAT,BANDUNG,CIBEUNYING KIDUL,"224"
"561",PAPUA BARAT,TELUK BINTUNI,KAMUNDAN,"346"
"562",KALIMANTAN TENGAH,PULANG PISAU,JABIREN RAYA,"467"
"563",JAWA BARAT,INDRAMAYU,BANGODUA,"293"
"564",JAWA BARAT,BANDUNG,CIKANCUNG,"224"
"565",GORONTALO,POHUWATO,POPAYATO,"317"
"566",RIAU,KAMPAR,BANGKINANG KOTA,"311"
"567",KALIMANTAN SELATAN,TAPIN,BAKARANGAN,"367"
"568",JAWA TENGAH,KEBUMEN,PONCOWARNO,"264"
"569",SUMATERA SELATAN,PALEMBANG,ALANG ALANG LEBAR,"320"
"570",JAWA TENGAH,TEGAL,TEGAL TIMUR,"88"
"571",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,"236"
"572",NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,WEWEWA BARAT,"416"
"573",SULAWESI TENGGARA,KOLAKA,SAMATURU,"208"
"574",JAWA BARAT,CIREBON,DUKUPUNTANG,"447"
"575",SULAWESI UTARA,TOMOHON,TOMOHON TENGAH,"202"
"576",SULAWESI SELATAN,GOWA,PATTALLASSANG,"48"
"577",ACEH,ACEH UTARA,PIRAK TIMU,"323"
"578",SULAWESI SELATAN,LUWU TIMUR,MALILI,"262"
"579",KALIMANTAN TIMUR,KUTAI KARTANEGARA,LOA JANAN,"212"
"580",PAPUA BARAT,RAJA AMPAT,KOFIAU,"319"
"581",NUSA TENGGARA TIMUR,SUMBA TIMUR,KAMBERA,"493"
"582",JAMBI,TEBO,SERAI SERUMPUN,"247"
"583",JAWA TENGAH,MAGELANG,WINDUSARI,"318"
"584",JAMBI,SAROLANGUN,MANDIANGIN,"437"
"585",JAWA TIMUR,KEDIRI,SEMEN,"376"
"586",KALIMANTAN BARAT,KETAPANG,SUNGAI MELAYU RAYAK,"259"
"587",NUSA TENGGARA TIMUR,MANGGARAI BARAT,LEMBOR SELATAN,"430"
"588",JAWA TIMUR,SITUBONDO,MANGARAN,"360"
"589",JAWA TIMUR,MOJOKERTO,JATIREJO,"434"
"590",SUMATERA UTARA,TANJUNG BALAI,TELUK NIBUNG,"454"
"591",NUSA TENGGARA TIMUR,KUPANG,FATULEU,"468"
"592",KEPULAUAN BANGKA BELITUNG,PANGKAL PINANG,BUKIT INTAN,"492"
"593",JAWA BARAT,BEKASI,PEBAYURAN,"452"
"594",SULAWESI TENGGARA,KONAWE,ASINUA,"174"
"595",KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,PULAU HANAUT,"34"
"596",LAMPUNG,LAMPUNG TIMUR,BATANGHARI NUBAN,"144"
"597",NUSA TENGGARA BARAT,LOMBOK BARAT,LABU API,"495"
"598",SULAWESI SELATAN,LUWU,SULI,"292"
"599",JAWA TENGAH,CILACAP,BANTARSARI,"260"
"600",SUMATERA UTARA,LABUHAN BATU,BILAH HILIR,"303"
"601",SUMATERA UTARA,ASAHAN,AEK KUASAN,"409"
"602",LAMPUNG,TULANGBAWANG,PENAWAR TAMA,"79"
"603",NUSA TENGGARA TIMUR,FLORES TIMUR,ADONARA TENGAH,"138"
"604",JAWA TIMUR,LAMONGAN,PACIRAN,"94"
"605",BALI,DENPASAR,DENPASAR TIMUR,"173"
"606",KALIMANTAN TENGAH,KATINGAN,KAMIPANG,"381"
"607",SULAWESI SELATAN,LUWU UTARA,MASAMBA,"213"
"608",SUMATERA BARAT,KEPULAUAN MENTAWAI,PAGAI SELATAN,"106"
"609",JAWA TENGAH,GROBOGAN,GODONG,"368"
"610",KALIMANTAN TENGAH,BARITO TIMUR,PAKU,"305"
"611",JAWA BARAT,SUMEDANG,CISITU,"456"
"612",NUSA TENGGARA TIMUR,MANGGARAI BARAT,KUWUS,"430"
"613",JAWA TENGAH,CILACAP,CILACAP SELATAN,"260"
"614",SULAWESI UTARA,KEPULAUAN TALAUD,BEO SELATAN,"162"
"615",LAMPUNG,PRINGSEWU,PARDASUKA,"421"
"616",KALIMANTAN SELATAN,KOTA BARU,PULAU LAUT KEPULAUAN,"373"
"618",RIAU,KAMPAR,TAMBANG,"311"
"619",JAWA TIMUR,GRESIK,WRINGINANOM,"383"
"620",JAWA TIMUR,MOJOKERTO,MOJOSARI,"434"
"621",SULAWESI SELATAN,LUWU TIMUR,TOMONI,"262"
"622",JAWA BARAT,BANDUNG,KUTAWARINGIN,"224"
"623",SUMATERA BARAT,AGAM,SUNGAI PUA,"59"
"624",PAPUA BARAT,RAJA AMPAT,WAIGEO UTARA,"319"
"625",PAPUA BARAT,RAJA AMPAT,SALAWATI UTARA,"319"
"626",SULAWESI TENGAH,PARIGI MOUTONG,TINOMBO SELATAN,"163"
"627",BALI,BULELENG,KUBUTAMBAHAN,"19"
"628",JAWA TENGAH,JEPARA,PECANGAAN,"294"
"629",KALIMANTAN BARAT,KETAPANG,MARAU,"259"
"630",ACEH,ACEH BARAT,WOYLA BARAT,"482"
"631",DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,NANGGULAN,"365"
"632",KALIMANTAN SELATAN,HULU SUNGAI SELATAN,KANDANGAN,"108"
"633",ACEH,ACEH TIMUR,SUNGAI RAYA,"486"
"634",SULAWESI SELATAN,PINRANG,SUPPA,"322"
"635",JAWA TENGAH,WONOGIRI,MANYARAN,"216"
"636",KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS BARAT,"370"
"637",MALUKU,MALUKU TENGGARA BARAT,YARU,"155"
"27",BALI,JEMBRANA,MELAYA,"399"
"638",SULAWESI SELATAN,LUWU UTARA,TANA LILI,"213"
"639",NUSA TENGGARA TIMUR,NGADA,INERIE,"407"
"640",SUMATERA UTARA,BATU BARA,DATUK LIMA PULUH,"117"
"641",KALIMANTAN UTARA,MALINAU,SUNGAI TUBU,"342"
"642",KALIMANTAN SELATAN,TAPIN,LOKPAIKAT,"367"
"643",KALIMANTAN BARAT,MELAWI,MENUKUNG,"403"
"644",JAWA BARAT,SUKABUMI,CIKAKAK,"324"
"645",ACEH,ACEH BARAT DAYA,LEMBAH SABIL,"423"
"646",PAPUA,TOLIKARA,UMAGI,"141"
"647",SUMATERA SELATAN,MUSI RAWAS,MUARA BELITI,"6"
"648",PAPUA,YAHUKIMO,UBAHAK,"397"
"649",NUSA TENGGARA BARAT,SUMBAWA,BUER,"451"
"650",LAMPUNG,PESAWARAN,WAY RATAI,"278"
"651",NUSA TENGGARA TIMUR,MANGGARAI BARAT,MBELILING,"430"
"652",MALUKU,MALUKU TENGAH,SERAM UTARA BARAT,"16"
"653",JAWA BARAT,CIAMIS,BAREGBEG,"440"
"654",SULAWESI TENGAH,TOLI-TOLI,DONDO,"245"
"5",RIAU,BENGKALIS,SIAK KECIL,"99"
"655",JAWA BARAT,KUNINGAN,JALAKSANA,"14"
"656",RIAU,KUANTAN SINGINGI,HULU KUANTAN,"93"
"657",JAWA TIMUR,KEDIRI,RINGINREJO,"376"
"658",KALIMANTAN UTARA,NUNUKAN,KRAYAN TIMUR,"46"
"659",JAWA TENGAH,PEKALONGAN,KESESI,"309"
"660",JAWA TIMUR,NGANJUK,NGANJUK,"473"
"661",SUMATERA SELATAN,EMPAT LAWANG,ULU MUSI,"459"
"662",NUSA TENGGARA BARAT,DOMPU,HU'U,"445"
"663",SULAWESI SELATAN,LUWU,BUA,"292"
"664",BANTEN,LEBAK,GUNUNG KENCANA,"338"
"665",JAWA TENGAH,BANYUMAS,RAWALO,"341"
"666",KALIMANTAN TIMUR,BALIKPAPAN,BALIKPAPAN TENGAH,"3"
"667",JAWA BARAT,BEKASI,PONDOKGEDE,"452"
"668",BANTEN,TANGERANG,JATI UWUNG,"344"
"669",SUMATERA UTARA,DAIRI,SIEMPAT NEMPU HILIR,"371"
"670",SULAWESI SELATAN,SIDENRENG RAPPANG,TELLULIMPO E,"78"
"671",BALI,TABANAN,SELEMADEG TIMUR,"361"
"856",PAPUA,SARMI,SARMI,"217"
"672",NUSA TENGGARA BARAT,MATARAM,SEKARBELA,"41"
"673",SUMATERA UTARA,PEMATANG SIANTAR,SIANTAR TIMUR,"139"
"674",KALIMANTAN SELATAN,HULU SUNGAI TENGAH,LABUAN AMAS UTARA,"221"
"675",JAWA TIMUR,BONDOWOSO,BOTOLINGGO,"429"
"676",DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,KALIBAWANG,"365"
"677",ACEH,BANDA ACEH,BANDA RAYA,"469"
"678",DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,"128"
"679",JAWA BARAT,BEKASI,BANTARGEBANG,"452"
"680",JAWA TENGAH,SEMARANG,GETASAN,"201"
"681",JAWA TENGAH,TEMANGGUNG,CANDIROTO,"398"
"682",KALIMANTAN UTARA,NUNUKAN,SEMBAKUNG ATULAI,"46"
"683",SUMATERA UTARA,MANDAILING NATAL,TAMBANGAN,"210"
"684",JAWA TENGAH,SEMARANG,BAWEN,"201"
"685",SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,"258"
"686",KALIMANTAN TENGAH,BARITO UTARA,LAHEI BARAT,"101"
"687",SUMATERA UTARA,SERDANG BEDAGAI,TEBING SYAHBANDAR,"231"
"688",SUMATERA BARAT,PADANG,NANGGALO,"329"
"689",LAMPUNG,LAMPUNG BARAT,BATU BRAK,"172"
"690",NUSA TENGGARA BARAT,SUMBAWA,MOYO UTARA,"451"
"691",PAPUA BARAT,RAJA AMPAT,WARWARBOMI,"319"
"692",KALIMANTAN UTARA,NUNUKAN,SEI MENGGARIS,"46"
"693",JAWA TIMUR,GRESIK,SIDAYU,"383"
"694",SULAWESI TENGAH,MOROWALI UTARA,MORI UTARA,"364"
"695",JAWA TIMUR,KEDIRI,KRAS,"376"
"696",KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,"73"
"697",ACEH,SIMEULUE,TELUK DALAM,"335"
"698",JAWA TENGAH,PURWOREJO,GRABAG,"182"
"699",KALIMANTAN SELATAN,KOTA BARU,PULAU LAUT TENGAH,"373"
"700",JAWA TENGAH,TEGAL,KRAMAT,"88"
"701",BANTEN,SERANG,JAWILAN,"198"
"702",MALUKU UTARA,HALMAHERA TENGAH,PATANI UTARA,"237"
"703",SUMATERA UTARA,DELI SERDANG,TANJUNG MORAWA,"38"
"704",KALIMANTAN TENGAH,BARITO UTARA,GUNUNG PUREI,"101"
"705",KEPULAUAN RIAU,NATUNA,SERASAN TIMUR,"400"
"706",MALUKU,MALUKU TENGGARA,HOAT SORBAY,"157"
"707",RIAU,ROKAN HULU,PAGARAN TAPAH DARUSSALAM,"412"
"708",JAWA TENGAH,WONOGIRI,JATISRONO,"216"
"709",JAWA TENGAH,GROBOGAN,TANGGUNGHARJO,"368"
"710",JAWA TENGAH,DEMAK,GAJAH,"189"
"711",KALIMANTAN TIMUR,KUTAI TIMUR,KAUBUN,"280"
"712",PAPUA,PUNCAK,GOME,"330"
"713",JAWA TIMUR,PROBOLINGGO,GADING,"466"
"714",JAWA BARAT,SUMEDANG,PASEH,"456"
"715",BANTEN,SERANG,SERANG,"198"
"716",JAWA TIMUR,MOJOKERTO,PUNGGING,"434"
"717",JAWA BARAT,GARUT,CARINGIN,"175"
"718",KALIMANTAN UTARA,NUNUKAN,SEBATIK,"46"
"719",SULAWESI BARAT,MAMUJU UTARA,SARUDU,"50"
"720",KALIMANTAN BARAT,MELAWI,BELIMBING,"403"
"721",LAMPUNG,LAMPUNG TENGAH,BANGUNREJO,"13"
"722",SUMATERA SELATAN,MUARA ENIM,BELIMBING,"484"
"723",SULAWESI TENGGARA,KENDARI,KENDARI BARAT,"145"
"724",BENGKULU,REJANG LEBONG,BERMANI ULU RAYA,"191"
"725",KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,"259"
"726",JAMBI,KERINCI,BATANG MERANGIN,"179"
"727",RIAU,INDRAGIRI HILIR,MANDAH,"49"
"728",SULAWESI TENGAH,BANGGAI LAUT,BOKAN KEPULAUAN,"418"
"729",KALIMANTAN TENGAH,MURUNG RAYA,BARITO TUHUP RAYA,"378"
"730",PAPUA,KEPULAUAN YAPEN,YAPEN BARAT,"296"
"731",SUMATERA BARAT,SOLOK SELATAN,PAUAH DUO,"453"
"732",SUMATERA BARAT,PESISIR SELATAN,RANAH AMPEK HULU TAPAN,"375"
"733",PAPUA,ASMAT,DER KOUMUR,"413"
"734",JAWA BARAT,BANDUNG,BUAHBATU,"224"
"735",JAWA TIMUR,PASURUAN,REMBANG,"183"
"736",PAPUA,YAHUKIMO,HILIPUK,"397"
"737",JAWA TENGAH,KLATEN,NGAWEN,"465"
"2735",PAPUA BARAT,KAIMANA,KAIMANA,"337"
"738",BANTEN,TANGERANG,SEPATAN TIMUR,"344"
"739",SULAWESI TENGAH,BANGGAI LAUT,BANGGAI TENGAH,"418"
"740",JAMBI,SAROLANGUN,AIR HITAM,"437"
"741",JAMBI,SAROLANGUN,PAUH,"437"
"742",MALUKU,SERAM BAGIAN TIMUR,KILMURY,"277"
"743",JAWA TIMUR,BLITAR,SANANKULON,"234"
"744",KEPULAUAN RIAU,LINGGA,SELAYAR,"377"
"745",JAWA TIMUR,PACITAN,DONOROJO,"232"
"746",SULAWESI TENGGARA,BOMBANA,POLEANG SELATAN,"92"
"747",PAPUA,MAMBERAMO RAYA,WAROPEN ATAS,"116"
"748",SULAWESI TENGGARA,KOLAKA TIMUR,LAMBANDIA,"110"
"749",NUSA TENGGARA BARAT,BIMA,MONTA,"82"
"750",JAWA TIMUR,SUMENEP,KALIANGET,"244"
"751",SULAWESI TENGGARA,KONAWE,SAMPARA,"174"
"752",JAMBI,TANJUNG JABUNG BARAT,RENAH MENDALUH,"156"
"753",RIAU,ROKAN HULU,RAMBAH SAMO,"412"
"754",SUMATERA UTARA,ASAHAN,SEI KEPAYANG,"409"
"755",JAWA TIMUR,MALANG,KALIPARE,"39"
"756",JAWA TIMUR,BANGKALAN,KWANYAR,"265"
"757",JAWA TIMUR,MALANG,BLIMBING,"39"
"758",SULAWESI TENGGARA,KOLAKA UTARA,POREHU,"65"
"759",BENGKULU,BENGKULU SELATAN,MANNA,"178"
"760",KALIMANTAN TIMUR,KUTAI TIMUR,KONGBENG,"280"
"761",KALIMANTAN TIMUR,BONTANG,BONTANG BARAT,"455"
"762",LAMPUNG,LAMPUNG TENGAH,BUMI RATU NUBAN,"13"
"763",JAMBI,KERINCI,SIULAK,"179"
"764",DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,PURWOSARI,"307"
"765",JAMBI,TANJUNG JABUNG TIMUR,MUARA SABAK BARAT,"379"
"766",SUMATERA SELATAN,BANYU ASIN,BANYUASIN III,"461"
"767",SUMATERA BARAT,PASAMAN BARAT,GUNUNG TULEH,"362"
"768",SULAWESI SELATAN,KEPULAUAN SELAYAR,PASIMARANNU,"458"
"769",SULAWESI UTARA,SIAU TAGULANDANG BIARO,SIAU BARAT SELATAN,"165"
"770",JAWA TIMUR,SIDOARJO,WARU,"357"
"771",PAPUA,KEPULAUAN YAPEN,KOSIWO,"296"
"772",NUSA TENGGARA TIMUR,LEMBATA,ILE APE,"356"
"773",PAPUA,NDUGA,YIGI,"40"
"774",JAWA TIMUR,SURABAYA,PABEAN CANTIAN,"475"
"775",NUSA TENGGARA TIMUR,NGADA,RIUNG BARAT,"407"
"776",SULAWESI TENGAH,BANGGAI,BALANTAK,"386"
"777",BANTEN,PANDEGLANG,CIMANUK,"154"
"778",SULAWESI TENGGARA,BOMBANA,RUMBIA TENGAH,"92"
"779",SULAWESI SELATAN,SOPPENG,CITTA,"83"
"780",BALI,KARANG ASEM,ABANG,"253"
"781",JAWA TIMUR,TUBAN,GRABAGAN,"113"
"782",PAPUA,YAHUKIMO,OBIO,"397"
"783",KALIMANTAN BARAT,PONTIANAK,PONTIANAK KOTA,"392"
"784",NUSA TENGGARA TIMUR,LEMBATA,NUBATUKAN,"356"
"785",SULAWESI BARAT,MAMASA,MAMBI,"288"
"786",SULAWESI SELATAN,JENEPONTO,BANGKALA BARAT,"393"
"787",PAPUA BARAT,TELUK WONDAMA,KURI WAMESA,"61"
"788",SULAWESI SELATAN,SINJAI,SINJAI BARAT,"10"
"789",KEPULAUAN RIAU,TANJUNG PINANG,TANJUNGPINANG BARAT,"169"
"790",JAWA TIMUR,BOJONEGORO,BAURENO,"223"
"791",SULAWESI BARAT,MAMASA,TANDUK KALUA,"288"
"792",JAWA TIMUR,SUMENEP,GAYAM,"244"
"793",PAPUA,BOVEN DIGOEL,YANIRUMA,"422"
"794",DKI JAKARTA,JAKARTA UTARA,DANAU SUNTER DLL,"256"
"795",PAPUA BARAT,MAYBRAT,AITINYO BARAT/ATHABU,"51"
"796",PAPUA BARAT,MANOKWARI,PRAFI,"100"
"797",JAWA TENGAH,TEGAL,KEDUNG BANTENG,"88"
"798",ACEH,ACEH TIMUR,PEUDAWA,"486"
"799",NUSA TENGGARA TIMUR,NAGEKEO,BOAWAE,"118"
"800",NUSA TENGGARA TIMUR,NGADA,SOA,"407"
"801",PAPUA,SARMI,APAWER HULU,"217"
"802",JAWA TIMUR,BLITAR,KEPANJENKIDUL,"234"
"803",JAWA TENGAH,MAGELANG,NGABLAK,"318"
"804",PAPUA,INTAN JAYA,HITADIPA,"33"
"805",JAWA TENGAH,WONOGIRI,WURYANTORO,"216"
"806",ACEH,ACEH SELATAN,BAKONGAN TIMUR,"149"
"807",PAPUA BARAT,PEGUNUNGAN ARFAK,TESTEGA,"261"
"808",JAMBI,MERANGIN,SUNGAI TENANG,"384"
"809",KALIMANTAN TIMUR,BERAU,SAMBALIUNG,"58"
"810",JAWA BARAT,INDRAMAYU,ANJATAN,"293"
"811",LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,"428"
"812",JAWA TIMUR,BANYUWANGI,GAMBIRAN,"331"
"813",ACEH,SIMEULUE,SIMEULUE TENGAH,"335"
"814",SULAWESI TENGAH,PARIGI MOUTONG,PARIGI BARAT,"163"
"815",NUSA TENGGARA BARAT,BIMA,PALIBELO,"82"
"816",SUMATERA BARAT,DHARMASRAYA,KOTO SALAK,"313"
"817",ACEH,GAYO LUES,BLANG JERANGO,"17"
"818",NUSA TENGGARA BARAT,BIMA,DONGGO,"82"
"819",JAWA BARAT,KARAWANG,JATISARI,"236"
"820",JAWA TENGAH,PEKALONGAN,PETUNGKRIONO,"309"
"821",SULAWESI SELATAN,BANTAENG,SINOA,"442"
"822",SUMATERA UTARA,BATU BARA,LIMA PULUH PESISIR,"117"
"823",SULAWESI TENGAH,SIGI,TANAMBULAVA,"81"
"824",PAPUA BARAT,TELUK BINTUNI,MOSKONA BARAT,"346"
"825",DAERAH ISTIMEWA YOGYAKARTA,BANTUL,IMOGIRI,"192"
"826",JAWA BARAT,INDRAMAYU,GANTAR,"293"
"827",SUMATERA UTARA,TOBA SAMOSIR,LAGUBOTI,"497"
"828",SULAWESI SELATAN,WAJO,MAJAULENG,"130"
"829",SULAWESI SELATAN,LUWU TIMUR,ANGKONA,"262"
"830",PAPUA,NABIRE,YARO,"12"
"831",SULAWESI TENGGARA,KOLAKA UTARA,LASUSUA,"65"
"832",SULAWESI SELATAN,GOWA,PALLANGGA,"48"
"28",ACEH,LHOKSEUMAWE,MUARA DUA,"450"
"833",JAWA TIMUR,PASURUAN,REJOSO,"183"
"834",JAWA TIMUR,PONOROGO,SLAHUNG,"18"
